모텔에서 자위를 했기 때문에 정자도 같이 배출 된것,1
시발현준은,1
니애미 사진이나,1
형 뒤져,1
왜 ㅅㅂ 벌서 수요일임,1
나경원 비리 감출려고 별짓다한다 ㅉㅉ 기자맞냐?,1
느그 애미뒤졌냐,1
야시장 좆망했네,1
어떤 개새가 섭외하냐?이름좀 공개해라. 피디가 하냐?,1
저런 돌아이,1
에이 퇴 퇴 -- 좀 곱게 처 늙어라 이 녀 ㄴ 아 조 ㅅ 같이 생겨 가지고,1
그냥 욕 나온다. 그리스에서 너 같은 놈 만나서 똑같이 당해봐라,1
절대 석방 안시키고 일반 교도소에 끝내 쳐넣고 노역까지 시킬거다. 악랄한 좌빨새 끼들,1
핵이거나 대리인새끼,1
m42더티 씨발,1
와 무식하네 조사하고 바로 입건하는줄 아는 능지처참한 지능 수준 보소 ㅋ 머리가 딸리니 댓알바나 하고 살지 쯧쯧,1
저거존나맛있음,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅅㅂ년,1
이게 고양이냐 미친새끼야,1
ㅅㅂ 지림,1
누가봐도 북돼지가 잘못하고 있는건데 왜 세계가 쩔쩔매는지,1
저 시발롬은,1
고자새끼가,1
ㅈㅈㅗㅈ같네 저거,1
아무리 사람어 없어도 그렇지 어찌 저런사람을... 똥을 먹어봐야 맛을 알건가~,1
ㅂ신이노,1
나 핫보인데 노운있으면 현피뜨짜 씨발러마,1
걍 꺼져 등신찐따년아 ㅇㅇ..,1
섹:)8스,1
그래요 그러니까 나경원 장제원 앞에서도 좀 그래봐요 선택적 박탈감 좀 그만 느끼고 ㅠㅠ너무 티나니까ㅠㅠ,1
술먹고 운전하다 걸리몃 술은 먹었지많 음주운전은 아니다고 일단 우기고 그러다 안돼면 측정거부하면 음주운전는 무죄다 ㅋㅋ 웃기는 법이야 ㅋㅋ,1
ㅇㄴ 나 ㄹㅇ 개븅신장애인인가,1
게임에 지르면 개ㅐㅐ지랄함,1
저새끼 왜 알비됨?,1
너느금마래,1
몇년이 걸리든 니하나 대구 다 뒤져서라도 찾을라니까,1
"아, 문죄인.. 전나도가 그렇게 좋으냐? 당하고 또 당해도 우째 그래 꼼짝도 못하고, 그짝 사람들 보면 환장허냐?",1
워메 ㅅㅂ,1
ㅅㅂ ㅈㄴ잘함,1
진짜 돈지랄인데,1
병신같은 짓은,1
시바노마,1
ㅋㅋㅋㅋ진짜 미친놈이네,1
씻고온다고 새캬,1
닥쳐맨션하지마 이좆같은새기야혈,1
지랄맞앗지,1
그게 따까리지,1
좆나 약한거임,1
지금 8월 끝나단다 씨발아,1
뭐야 ㅅㅂ 이게 뭔광고냐,1
미이친 덜떨어진 ooo 틀틀딱딱 ~~,1
씨발하는게없다,1
개호러였음,1
윤석열을 잉태한 문재인정권도 반성해야한다. 이런 쓰레기를 검찰총장으로 중용하다니..,1
집안 박살내는 새끼임,1
개독 개먹사에 개전도사 글고 개신도!,1
아니@장애년아,1
개좆만하게 오르는데,1
ㅅㅣ발이 캐릭터 모델을,1
꼬5=#3,1
이지랄ㅇ,1
진짜 존맛탱구리,1
좆같이못생기고 기분나쁨새끼 안나오는게맞다,1
공매도 금액이 무려 233조원이란다아니다에좋ㅇㄴ뭐야개새기야,1
비건새끼들 이해안감,1
한유총 끝까지 해보자는건가? 쓰레기들아 그냥 손잡구 다 떠나라 그래야 나라에서 대책을 세울꺼 아니여 ㅎㅎ 니그들 간다구 아쉬울꺼 없다 지랄말고 꺼져라.,1
도박이랑 섹스점수 나오는거 아님?,1
근데 너는 뭐야?ㅋㅋㅋ 할줄 아는거는 개병신새끼야 키보드워리어 아니야?ㅋㅋㅋㅋ,1
너 거울 좀 봐라. ㅅ. ㅂ.ㅅ.ㅋ,1
저러고 지늙으면 자식들한테 불쌍한척 하며 돈구걸 인주면 ooo이라 욕하지,1
슈`<+<=^_%?발,1
제발 병신마냥 지들끼리 응디응디 거리지 말고 새로운 사람 오면,1
존나 멀다,1
35초~ 레전드네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ씨발 콘서트냐 무슨ㅋㅋㅋㅋㅋ아 존나웃기네,1
입닥쳐,1
보지 찢어진,1
말투 보니까 지가더 틀딱이구만 ㅋㅋ 친중 ooo,1
그러니까 왜 감사도 거부하고 재정 집행 기록도 없냐구. 결국 다단계잖아. 인터뷰 딴 내용은 모두 다단계 만든 놈들의 논리인거고.,1
십새기야미친새기야,1
컷 이지랄,1
게임 존나 잘알려주긴,1
집값을 이렇게 만들어놓고 아직도 뻔뻔하게 그자리에 있는겨?,1
문재앙 망쳐놓고 책임전가는 기업에 진짜 내로남불 오지내,1
=찢재명 ㅡ 풋 아마추어 같은 놈들 ㅋ,1
이래저래 문정권 정책실패로 서민들 피해만 급증한다.,1
크시야 시발년,1
근데 둠피도 진짜 좆같았는데,1
등신임?,1
ㅅㄲ들 담부터는 토렌트로 올려라 좋은건 같이 보자,1
별 지랄 다해,1
섹스으ㅡ,1
사기꾼 이재명아 나의 살던 고향은 의왕 교도소 콧노래 부르날이 몇인 안남았다,1
애네들 나만 존나깜,1
뭣같이 생겼네 승리가 낫다,1
도대체 보조금이 왜필요하냐???????? 제값주고 사.. 노예되지말고,1
아무거나 줘도 뒤질듯 ㄷㄷ,1
대가리까인새끼야,1
와. 정말 대깨문은 답이없다. 사이비 신도다. 나라의 미래가 걱정되네.,1
존나 간보니까,1
개좆수 ㅋㅋ,1
저기도 클레있을거같은놈이,1
유클병신 치려고했는데,1
존나더워서,1
아 씨발 이름,1
ㅇㅈㄹㅋㅋㅋㅋㅋㅋ,1
안돕냐고 ㅈ같네,1
이재명은1원도 받지 않았다고 양심선언했다요 ㅋㅎ. 특검수사하라,1
그럴줄 알았다. 짱꼴라들...어쩜 예상을 빗나가지 않을까?,1
이것만 감지해 또라이년,1
벼엉신 민재씨바라^^ 이계정으로 280박고 후복해주기싫어서 벤떄리는 마미 다이한 운영자님^^0 머리가나쁘면 현명하기라고해라 ㅋㅋ 아이디존1나많다 걱정마라,1
통방에 닉 ㅅㅂ,1
금붕어새꺄,1
컴에서 ㅈ같은소리나는데,1
업로드 존나 느리네,1
하 모르겠다 시발꺼,1
노운지닥쳐,1
(병신들이 병신짓하니 이상한  눈으로 보는새끼는 지나가셈),1
조까쇼,1
얼굴이 너무 못 생김,1
공무원 알기는 개호구로 알면서 ㅋㅋ이런문제는 전지전능한 신으로 앎....야 상충되는 법률만 몇개인데....법개정없이 공무원이할수있는일은 아무것도없다....니들이 뽑는 국개 일은안하고 악수놀이+술로 임기끝이니 이나라 발전이없는거,1
추운데 뭐하냐 다들? 다 늙어서 사서고생하노 ㅋㅋ,1
개병신새기여,1
짱깨국 돌아가기 싫다,1
ㅅㅂ 그렇게 말 하니까 더 그렇게 보인다 시밬ㅋㅋㅋㅋㅋ,1
빨리 열어 ㅗ,1
또 운지했네 가격,1
시팔ㅋㅋㅋ..,1
만들어줬잖아ㅅㅂ,1
지새끼가 환청듣고 지랄하거나 피해의식쩔은 편집증새끼들은 어쩔수없음.,1
그냥 병신이란이름으로살아,1
아니 호러 개ㅈ같음,1
수몽은 유클 자지를 빨다,1
부랄떨린다,1
이의리는  잘해줫지 ㅋ,1
ㅋㅋ 노조 개양들 한방 먹었네 꼬시다,1
팩트가 먼진 모르겠다만 빚투에 학폭투에 참.. ㅋㅋ 담엔 머나올려나,1
"제 1야당 대표라는 놈이 국가와 국민을 위해서 일하겠다는게 아니라, 대통령과 치열한 전투를 하겠다는게 취임연설이냐? 에라이 쓰레레기 같은 놈",1
아니 빅맥 먹은 병신들은,1
시리우스가 아니겠지 ㅋㅋ 그새끼가 데리고있는 몇마리중 하나겠지,1
개 쉬이끼 문죄인 사기꾼 늠 화력 석탄발전소 어쩔거냐,1
언주야 니 얼굴만큼의 ㄱ ㅐ소릴 하는구나 ㅋ,1
왜이리 미쳤어 이새끼,1
어떤년놈들이 결별설 불화설 댓글 싸질러서 걱정했는데 좋은소식이라 다행이네요...뇌피셜로 댓글다는애들좀 없어졌으면...소오름,1
느금마 어제 나한테 가랑이 벌리면서 뛰어 왔는데 어떻게 생각하냐,1
윤석열이가 되면 저런일 허다하다. 주위에 인간들이 형편없거든.,1
노브라는 좋은데 굳이 흰티셔츠를...그냥 저건 씹관종임,1
그거 2개 있으면 산데비스탄인데 ㅅㅂ,1
존나 화들짝했네,1
저새끼가 피글린 들고옴,1
ㅅㅂ 콩나물,1
누구누구 니애미 개보지!,1
챗gpt ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
노래 존나 잘부르는데?,1
여자가 문제네 냄새난다,1
근데 키위 돈존나만잔아,1
ㅁ 존나게 더받으려면 무조건 여기서도 이직해서,1
랄지들을 해서,1
병신애미애비뒤진새끼들 있는곳병신애미애비뒤진새끼들 있는곳 병신애미애비뒤진새끼들 있는곳병신애미애비뒤진새끼들 있는곳v병신애미애비뒤진새끼들 있는곳병신애미애비뒤진새끼들 있는곳병신애미애비뒤진새끼들 있는곳병신애미애비뒤진새끼들 있는곳병신애미애비뒤진새끼들 있는곳,1
지금 존나 빨리터지고있다,1
닥쳐보고 일단,1
아니 문 무제 공짜로 달라는 미친놈을 처음보네,1
쪽바리 새키들 진짜 믹서기로 갈아버렸으면 좋겟네,1
메좆이랑은 비교도안되노,1
늙으면 유치해진다더니 초딩보다 못한 매국보수들,1
존나 딴겜같네 ㅅㅂ,1
일을해시발,1
그대로 제작자 이미지 병신되서,1
!p 야이 병신들아,1
그럼 지가 했어도 했다고 하겠냐? 지 사진은 맞다냐? 멀 확인한건지. 어째 대응이 항상 그놈 입만 빌려서리... 쯧쯧,1
트럼프도 자국 좌익 뉴스 좌익 포털 못믿어서 트위터로만 메세지 전달한다던데,1
팀 1등해서 겁나 캐리해도 지들이 똥싸서 져놓고선 레이나ㅊㅇ ㅇㅈㄹ,1
우리 이니는 오늘도 지지율 오십이 넘네.. 이니는 계속 하고싶은거 다하게 생겼어..국내경제는 관심도 없고 꿈에도 그리던 북한에 마음껏 퍼줄수도 있고 말이야..염병,1
똥색시발,1
미친놈 아니노 저거,1
민주노총 쓰레기들 .,1
개팰게시발ㅋㅋ,1
운지 원래,1
손절할 친구 있으면 슬며시 불러보십쇼,1
블루스크린 또떴네 시발,1
다시 자지말고 미친놈아,1
고대 원시 바다가 묻어있었던거임,1
양아치 댓글부대들 문재인이 싫은거냐? 이재명이 싫은거냐? ㅋㅋㅋ 문재명인랜다 몇년을 욕했으면 그정도로 증오 한다는 건데 하나만 해라 ㅋㅋㅋ,1
솔직히 내가 똥같은 놈들이랑 비교되는게 모르겠음,1
멍청한 개새끼들 그걸 못하냐 병신주제에 ㅋ,1
저새끼는 뭐노,1
그래서 느금마가 니 손가락 6개 줘서,1
실패함 씨발,1
벌레새끼가 인간이랑 엮기면 안돼지,1
지랄하자나,1
참 자한당스러운 사람이네.... 에휴~~~ 머리는 악세서리로 달고다니나... 어떻게 정치인이 저런 말을 할 수 있지?,1
이 새끼 사기범 입니다,1
ㅋㅋ 집값 미쳐 날뛰다가 거래절벽. 뭐든 게 양극단. 중간이 없는 나라. 이것도 종특인가,1
동규야!!죄명이가 그리시키드나?..조용히.책임지고있음 내가 대통령되서꺼내줄께ㅋㅋ요래~~ 사람쉽게믿지마라,1
재수없는 식히 들만 모여서 ~ 지들 끼리 해처 먹자고 노골적 으로 하는구먼 ~원래 괴뢰수괴 가 하는짖거리 에효 ! 쎄가 빠지게 일해서 세금내는 국민들 불쌍 해서 어이한단 말인가 ?,1
빈부격차를봐라 등신 jot정부야 ㅋㅋㅋ 누가미쳤다고 흙수저대물림하냐.. 공산주의면몰라도,1
니네가 받아대는 각종 지원금과 혜택이 집값을 올리는 건 알고 있냐 이럴 시간에 정신차리고 집을 사라 주제에 맞는,1
요번에 떡락하면 도박이든 아니든 가상화폐 구매할게. 코인쟁이들 과소 평가한 내가 판단을 잘못했다. 머스크 우주로 보내고 싶다. 세상을 망친 사업가.,1
철수안했는데 ㅂㅅ,1
ㅁ 이불깔아줫더니,1
개돼지년,1
tts다시해봐 ㅆㅂ,1
니엄마 디도스,1
야이시발새기잉얔ㅋㅋㅋㅋㅋ,1
병신 새끼라고 했고요,1
너 개병신,1
이 새끼 진짜 재활용은 인정해 줘야해,1
와 여깄었네 이새끼,1
유튜브쇼츠 할 시간에 공부라도 좀 해라 어떻게 공부도 안하고 맨날 학교에서 잠만 자는거냐 학교가 니 호텔이고 니 잠방이고 니 안방이냐? 안방이면 최소한 청소라도 하고 호텔이면 청결하게 해놔야지 왜 빗자루는 들지도 않고 맨날 자는척 하면서 청소 다른애들한테 토스하면서 왜 자꾸 니 안방 니 집마냥 써대는거냐 학교는 공부하는곳이라고 하지 않았드나? 누가 학교는 잠자는 곳이라고 했드나? 왜자꾸 뼈다귀만보면 와샌즈 와샌즈 하는거냐 뼈다귀 이름이 샌즈냐? 니 본명도 샌즈냐? 벽돌사이다좀 그만봐라 씨발 벽돌 집어가지고 니 대가리에 한방 날려버리기전에 자꾸 벽돌사이다 벽돌사이다 이지랄하면 벽돌 니 똥구멍에 집어넣어가지고 엄마 나 똥구멍에서 벽돌이나와 확 찍어버린다음에 틱톡에 올려서 523만조회수 얻어버린다? 그쪽도 홍박사님을 아세요~? 나는 홍박사님을 몰라요 씨발년아 홍박사가 누군데 자꾸 홍박사 지랄이야 홍어새끼야 전라도새끼야 전라디언새끼야 김대중새끼야 무등산새끼야 초등학교 비하발언은 지랄 꼬우면 잼민이라는 소리 들으려는 시도를 하지 마세요 아시겠죠 아가리 닫으면 반이라도 가는데 내가 님보고 완벽해지라고 했어요?? 님한테 완벽해지라는 소리도 안하고 딱 반만 가면 되는데 왜 그 반을 못가가지고 이렇게 욕먹고 야리돌림 당하는거에요 예? 지금 저희가 여기 왜 왔는지 아세요? 그쪽도 홍박사님을 아세요? 모른다고 씨발년아 홍박사가 누구야 시발 홍어 전라디언 김대중 자서전 들고다니면서 김대중 자서전 전파하다가 경상도 사람들한테 쳐맞은새끼야 그 경상도 사람들 사이에 내가 있었다? 내가 그리고 니 대가리에 벽돌사이다 확 던졌다? 이 씨발 벽돌사이다 엄마 나 똥구멍에서 벽돌이 나와 만들기전에 벽돌사이다 그만부르고 똥구멍드립 그만쳐라? 왜자꾸 홍박사 드립 치냐? 홍박사가 누구냐? 홍준표? 홍어? 전라디언? 니애미 전라디언? 니애비 전라디언? 니 할아버지 518 폭도 빨갱이 전라디언? 니애비 할아버지는 518 폭도 빨갱이 전라디언 확정? 언더테일 아시는구나! 혹시 모르시는분들에 대해 설명해드립니다 샌즈는 씨발 니새끼들이 그렇게 좋아하는 뼈다귀 캐릭터입니다 씨발년들아 언더테일의 세가지 엔딩루트중 몰살엔딩의 최종보스로 진.짜.겁.나.어.렵.습.니.다 공격은 전부다 회피하고 만피가 92인데 샌즈의 공격은 1초당 60이 다는데다가 독뎀까지 추가로 붙어있습니다 그리고 이 독뎀의 근원은 느그애미의 면상을보고 정신적 피해를 입는것까지 포함됩니다 하지만 이러면 절대로 게임을 깰 수 가없으니 제작진이 치명적인 약점을 만들었죠. 바로 니 좆같은 베리나면상을 보면 눈이 멀어버려서 시발 안경을 껴도 안보이고 돋보기를 껴도 안보인다는겁니다 마치 맨날 20년 넘게 야동보다가 눈이 멀어버린 니 애비처럼 말입니다 샌즈의 치명적인 약점이 바로 지친다는것입니다. 패턴들을 다 견디고나면 지쳐서 자신의 턴을 유지한채로 잠에듭니다 마치 학교에서 찐따새끼마냥 구석탱이에 앉아가지고 잠이나 쳐자면서 내신 운지시키는 니새끼 학교 생활처럼 말입니다 하지만 잠이들었을때 창을옮겨서 공격을 시도하고 샌즈는 1차공격은 피하지만 그 후에 바로날아오는 2차 공격을 맞고 죽습니다 그리고 이 미래는 바로 니 애미와 니 애비의 예정된 미래입니다 니 애미와 니 애비는 내 1차 공격을 피하면서 ㅉㅉㅉ 어린놈이 거리지만 바로 2차 공격을 맞고 뒤져버립니다 나 상황극도 안하고 2차창작같은 멍청한짓도안했는데 물론 니애미하고 니애비가 결국엔 토막나서 뒤져버리는 2차 창작을 해버렸지만 이건 잔인하니까 2차 창작이 아닌데 왜 내가 너같은 개병신 버러지 찐따 앰창새끼한테 욕먹어야하지?,1
ㅑ발,1
"심각한데 정부는 반기업정서, 북한추종,퍼주기등 엉뚱한 일에만 몰두하고있음 정권교체가답",1
노ㅗㄹㄹ자ㅏ,1
시#{<^벌,1
존라 바다건너 오는데도 41% 도대체 짱게국내 자체오염도는 얼마라는 거냐,1
존나 재밌는겜 있음,1
븅신새낔ㅋ,1
이 시발렩들,1
개 ㄱㅇ ㅈㅇ ㅁㅈㄹ가,1
병신같냐,1
위원회좀 고만 만들어라.하는일도 없는것들이 말만 번지르르. 그저 혈세 축내 지들 곳간 쟁이느라바쁜것들.,1
저 우럭같이 생긴 남자랑 사귄다고?,1
개병신서버인데,1
손선모는 ㅈ같은데,1
돈도 ㅄ됫노,1
존나 잘부름,1
남의집에 당당히 문 열고드오는 난이같은년은 백신도 피해가더라 경찰이 귀신이냐는 도둑년난이,1
^^^^ㅣ발,1
저런개 아직살아있네?참.기억없음.부모도몰라 가족도기억없음.그게 이나라범죄자들임,1
대단하다 일반국민들도 거부하면 빠지는것이 맛는거냐? 주둥이만 살아있는 니애비힘있네ㅋㅋ,1
운만지저새끼,1
인구의 절반이상이 드디어 접종을 완료했군요. 그래도 저는 대단한 것 같아요. 이렇게 전 국민을 백신 접종하게 한다는 것을 생각치도 못했거든요. 다음달이면 정말 70%는 되겠네요. 빨리 일상으로 돌아갈 수 있기를 기원합니다.,1
나라먹여살리는 삼성 미친나라상속세 증여세 양도세 개주가튼나라,1
씹련아 살 좀 빼,1
즂병신이네,1
씨1[;발,1
존나 많이 불렀잖아,1
좆머저리새기야병신새기야고아새기야개등신새기야좆밥년홍어새기야또라이새기야,1
닥쳐 말포이(?),1
이 좆 병신 고아ㅛㅐ기야,1
ㄴㄱ ㅇㅁ ㄱ ㄹㄱ + ㄱㅎㅉ ㅈㄴ ㅂㅅ ㅅㄲㅇ,1
아 xx피고 싶어지네 ㅆ,1
니가 젤 좆같아,1
나가뒤져라가 왜 욕,1
택시 양아치들은 입을 닥쳐라,1
미유키 ㅅㅂ,1
미베 저새키,1
씨ㅃ썌꺄,1
ㅆㅂ 모기도 아니고,1
화낼일 아닙니다 중국은 5천년동안 단 한번도 독창적인 생각이나 창의적발상 을 해본적이 없습니다. 이나라는 주변에서 배끼고 남의나라꺼 훔쳐가고 그러다 크게 한번 당한적있어요 그건 아편인데요 이자들이 아편도 자기들 꺼라 지금처럼 우기면서 전국민이 즐기다 결국 영국 식민지 된겁니다. 이런 인간들이 중국떼놈 이라고 하는 겁니다 문재인이 좋아빠는 그들입니다,1
버러지련이 오냐오냐 쳐해줬더니,1
진짜 십덕같다 이지랄씨발,1
혁시방 밴먹는다니까,1
코레파 시발롬이,1
ㅇㅇ 굿 느금마 일단 따먹히긴함,1
갯이 속마음 씨발 ㅈ같노 스노게이 죽여버리겠다 아 쓰바 치킨 땡기노,1
그냥 버러지들 모임이서,1
뭔 싸가지내,1
개%=5보지,1
아 시이바 아 아 나 진짜  안볼꺼다 나 자러갈거다,1
먼 병@신,1
재명이 얼굴이 ~10~쭈~구~리 ~ 되버렸구나. 죄지어 놓으니 초조한가보네.,1
앞으론 정숙이 넌 국민세금으로 여행가지마라~~ 니 남편 재앙이 직업이 대통령이야,1
ㅇㅈ 라고 하고 싶긴한데,1
차단놀이를 하고싶나보지,1
**a섭 규칙(제발 좀 보세요)**  **1조. 욕설 금지.** 1항 거친말 x 2항 욕설 x 3항 노체 x 4항 변태 x 5항 섹드립/페드립 x  **2조. 좆큐 언급 금지**  **3조. (통방) 사운드보드 도배 금지**  **4조. 스키비디 관련 단어 가급적이면 금지** (이건 에큐 재량으로 처벌)  **5조. 이상한 지랄 금지** (이것도 에큐 재량으로 처벌),1
꼬>4.추,1
이해 좆도 안되네,1
스테리 요즘 존나 까불던데,1
그거 사실 ㄹㅇ 존나 안좋은 ㅂㅅ폰으로,1
아시안컵 이기면 좆되고,1
단무지가 카피바라 내쫒으려고,1
이제 그만 좀 하자 1시간마다 비난기사냐? 과거 학교폭력은 알겠는데 쌍둥이 자매가 죽어야 끝나는거냐? 이건 완전 죽음으로 내모는 중이잖아 국대 국내 선수생활 끊어놓으면 된거지 이건뭐 옆에서 죽어라 죽어라 부추기는거도 아니고 국민적 분노유발 하는거냐? 와진짜 언론 무섭다 탄핵때도 이짓해서 일어난거잖아 ? 그네의 정확한 탄핵사유가 뭔지 아는사람 손? 묵시적 청탁 할수있는사람 손? 쌍둥이 자매가 잘못한건 알겠는데 진짜 인민재판은 하지말자,1
``` 덜 떨어진 모자른 새끼들 ㅋㅋ ``` <@!> 🥑🌟🔉🤘🍍👉😂🤩👑🥋,1
문가비라길래 문재인 가족 비리 이제야 검찰 수사하나 싶었다. 독재 정부,1
미친새끼 있어요,1
쉬ㅏ바,1
개구리 ㅅㅂ,1
자위랑 섹스 뜻도 모르고,1
새끼들ㅋㅋㅋㅋㅋㅋ,1
이새끼 하는말이 맨날,1
꼬추가 꼥끼 삥삥따요,1
황교안도 중국 따까리같은 느낌나네,1
승우 좆빨이새끼랑,1
참 좆같았죠,1
아 ㅅㅂ꺼 다 들어와봐,1
정말 빠순이는 못말려 다들 30~40은 됐을텐데 어휴 ㅉㅉ,1
쥐명이가 더불어 대선후보가 되어야함....그래야 한몫에 보내버릴수 있음......쥐명이 구속되고 이낙연 더불어당에서 탈퇴하고 다음 총선에서 쥐명이 지지하던 더불어국개들 죄다 정리 될것임....이낙연파만 소수살아남게 될것이다,1
병나발 쳐불고 바깥에서 지랄하는 부류,1
훈련용 수류탄은 시발,1
존나꼴받음,1
뒤에서 씨발,1
개소리야진짜씨발고등학쇼ㅐㅇ앙ㄴ해나,1
카라애미개창녀새기야,1
사기꾼새끼임,1
아씨발 밖에서,1
븅신,1
일단 ㅈ같은 야생과 건축은,1
돈미새새끼,1
줫같네 ㅋㅋㅋ,1
개좆밥년병신새기야조루새끼또라이새기야개등신새기야또라이새기야빡대가리새기야,1
아니 유튜버 ㅂㅅ순위,1
이재명과 측근 그리고 관여한 공무원들 깜방가자,1
ㅇㅈㄹ ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
니애미좆물안나와',1
끼리 끼리 싸워보아라 그나물에 그밥들,1
니가 연예인이면 난 걍 나가 뒤질게,1
그럼 꺼져병신련아,1
존나 폐급짓 하잖아요,1
보지맞노,1
씨발 왜자꾸멘션질,1
ㅋㅋ섹스,1
아니 시발 생각하니깐 더 어이가 없네,1
일본 쪽바리 한테 사과 매국노 색키들 쯧쯧 유명세 타더니 대한민국에서 꺼져라,1
내주변에 미친새끼,1
그거 ㅅㅂ 개 복잡해,1
ㅇㅈㄹ하는게 너무 심함 ㅋㅋㅋㅋ,1
와거새꺄,1
ㅅㅂ 그냥 좆병신 운영자네,1
아이새키 ㅋㅋ,1
목사가 악령을 쫓을 수 있다고 생각하는 이유는? 1. 남을 속여 돈을 벌기 위함 2. 목사가 정신병자 둘중 하나임.,1
시발 실버1 98점이다 ㅅㅂ ㅋㅋ,1
사설밖에 못하는 병신\,1
친일매국 국짐종자들. 그런식으로 국민의 분노를 일으켜봐라. 제2의 촛불에 흔적도 없이 불타없어지리라.,1
5호전차 ㅇㅈㄹ,1
윗대가리가 누구야? 노란잠바입고 tv에 나오는 인간들 정신챙기라...,1
이중인격자?? 조현병 환자?? 뭐냐 도대체 넌 ㅋ,1
와 ㅆ 또라이 아니냐? 토핑정리하고 중간중간에 토핑 쓸만한거 만렙 찍고 있다가 이사단났네,1
