text,label
악동이 건들면 니 고추 잘라서 포로니한테 붙인다,0
갈아버리고,0
30나와요!,0
경고깎고싶으면활동하라 ㅋㅋ,0
롤체같이 ㄱㄱ?,0
연애했지,0
타겟팅당한,0
엪1팃후핟으로접속좀하자,0
코캔디코방이엇스빈다,0
그 게임 이름 뭐라고?,0
그냥 영향력이,0
늦게 대답드려 죄송합니다,0
크시야 규리,0
쟤가 심장 박동이 110대인데 카페인이랑 탄산 마시면 너무 올라서 아프다더라,0
더유옵 사가셈,0
바루스 칼리는 아직도,0
적이 7명,0
옛날처럼 미친 친구가 되었죠,0
내폰이 재산순위1이야,0
내가 직접 들어감,0
문상이나 깊카나 토스돈있으신가요,0
계혹이 틀어지면,0
걍 킹피스  레이드나 합시다,0
데즌회전,0
시끄럽다네,0
성능이나브지안음,0
노잼님이 딱 뉴관에 걸맞는 분이신데,0
티버야 맞아 여긴 너꺼야,0
17일차,0
제가먼저라,0
화염 ㄱㄷ,0
똑같이 짖어보기,0
보관을 열심히 안한,0
아이피밴이,0
25 남자 자랭할사람 찾다가 인벤에서 글보고 왔습니다,0
4살 차이야 바랴지마😡,0
전화 걸어 가사,0
나다야1500개 있는데?,0
윈도우탭 하면,0
대문자로 바꿔주셧네,0
개 짜증 날듯,0
계속 보고 있으심,0
아니 너를,0
자랭 2분 구합니다 (탑 미드),0
논산은 68707지작사 해체해도,0
통방 안올거에요??,0
gg 플레이어라고 안 하고,0
얼마가 적당하냐,0
서산여객에 이거 도입되면,0
저 칼바람좀 칩니다,0
대 황 이즈님이다,0
빛 다갚겠네,0
끓여서,0
걍 잠수타면,0
돈좀 있는애들은 핵으로도배를해서ㅋ,0
오.. 파일 살아 있어서 봤는데,0
피시방 개쥬아,0
차단은 아닌거같고,0
그럼 누구야?...,0
우리  어그로  물정!!,0
딸어지면,0
하이큐잡힌거잔그냥,0
와 내 폴라검 2티어 전 주인이다,0
각코 오랜만에 보네여,0
요새메이플,0
아니면 환불할까?,0
요즘은 어느정도인지잘모르겟네요 코슥슥,0
미쳤는데..,0
준호한태ㅔ,0
틀딱디엠,0
두공기 클리어,0
아브나 간다,0
얄짤 없이 가는데,0
박쥐 날개때문에,0
이건 100배,0
아 온라인,0
밥씨가 우는게 맞지 않나요..?,0
인디얌,0
본 게시글은 단순히 편리함을 알려드릴 뿐 이 행동으로 인해 일어나는 모든 책임은 행위를 실시한 본인의 책임입니다.,0
엄청 누가 우세하다도,0
1페를 못넘기면 에반데,0
깔렸누,0
술 한잔 했어,0
유나이트 어쩌구요,0
퐝!,0
고고~~,0
킥당해요,0
정청도 내 남편,0
진짜 올리면,0
님 논리론 저한테 안 되니까 그냥 굽히셈,0
근대 홍준표는 말이 좀 거칠뿐 도대체가 스캔들이 없는 양반이야 이사람이 대통령에 적합하지 딴 인간들은 구설수에 눈만뜨면비리 사건이야 홍준표는 처자식 뭐 공격당할게 없잖아? 정책승부만 하면 되지 앞으로 더 지지율이 오를거다 청렴한 대선후보 그게 이치지 대장동 사건과 가족 스캔들에 휘말린 여타후보들과 비교불가,0
내가 수정,0
율을,0
업뎃은대체ᆢ,0
취존하께 갠차나,0
포토샵 안 받습니다,0
경찰도 했었고,0
갚으라고,0
건담만 비추면,0
초중반이라서,0
나 니집 부시고 들어가서 치킨만 훔쳐도 됨?,0
군대는갔다옴?,0
윽우지도 굿즈 내줘 구에엥에에엥엥엑,0
아....맞다...,0
너무 밀착 취제갔나,0
내년에도 할듯,0
17렙이 되야합니다,0
귀신같이오네,0
와 소름돋느다,0
원딜 브라이어 해볼래?,0
엄마 저 지금 치킨의 망령이라 거부하지 않을수도 잇어요 말조심하세요,0
명예회복됬는데,0
뭔가 매력있던데,0
훈수,0
이대로 1ㄷ1 낚시 겁나 해야지,0
파고들 이미지도 안 보이고,0
저 사람이 i면 세상에 mbti가 존재할 이유가 없어,0
apm 89로도,0
아 나오라고,0
코피 아님?,0
반죽방이겠..,0
사람이 더 있어야함요,0
살려주세요 ㄷ,0
9시 30분부터?,0
왐마 씨,0
소아온아닌데,0
투혼맵 파일도 갠챗으로 주다모과,0
도청이 아니라,0
이상한곳에 맞음,0
펫이 인식이 되게 해야대는게 관건임,0
장사 잘돼요?,0
코드 삿지,0
카즈아님 기원처리ㄱㄱ,0
9급 주라고 ㅋㅋㅋ,0
겜도야 어린이 기준으로 계산해도 15.26에서 15.2돼는데?,0
헤드리스 짭이 많아서..;;;,0
되게 나비님같은데,0
궁금하군요ㅛ,0
지금 다 쌌능데,0
(안궁금함),0
스킬샷은볼때마다,0
아니 1월8일날에 하는데..,0
근데 방학한,0
토는 약간 ..,0
위험,0
왜안주는데,0
난 a,0
찍으랄 했더니,0
리프 2세대 만들지 맙시다 제방,0
어쩜 이런 우연이,0
은근 무거움,0
스테미나 물약 먹으면서 해서,0
부산은 너무멀어요,0
일어나세요...,0
아 그럼 못주지 뭐,0
안쓸거면 나가면되잔,0
지않죠,0
롤 할때는 건들지 말자,0
ㅋㅋㅋㅋㅎㅋㅎㅋ,0
저는 평생을,0
매일 매일 몬스터를 마셔서 그런가,0
쌤들한데,0
삐에용이랑 호시노아이가 후기멤버에 없어요,0
바꿔야 할 듯,0
어뷰를 친구들이 했다는게 구라일지 궁금하면 ㄱㅊㅋㅋㅋ,0
다 도려내자,0
7차30개,0
내가 행마한테 도움받아볼게,0
근데 저도 풍선광 가보고싶어요,0
마크 오랜만에 켜보네,0
양수다,0
그거 만들려고 하는중임,0
새마음금고1일,0
아직 버스다,0
ㅔ 그리고,0
근데 여러분 저 실수 하나 했는데 어떡해요,0
지먹해서,0
승급가장!,0
김승민???,0
대머리중1님,0
크시야 들어와,0
월급 한달에:500,0
조씨형 저랑 나이바꿀레요??,0
전 수시러라 괜찮습니다 ㅎㅎ,0
해양 무기,0
< 랭크업 이벤트를 원하시면 4️⃣를 눌러주세요.,0
애데로 검사 해보셈,0
전독시 안봐요ㅛ,0
난 성숙하지,0
전 창귀,0
저 잼민이 금쪽이 줘도 안받아요,0
도윤이는 여성가족부를 지지한다,0
목공하노,0
티라노열매 나오면,0
마즘ㅋㅋㅋ 눈쳐지고 물고기눈,0
게임중이였는데,0
졸립죠,0
윗잠에 공12까지,0
저거보다 크게 지름,0
아니라나,0
제 여친 ㅏ하실분,0
ㅇ잠만,0
안걸은,0
```바게트 ?년 ??월 ??일  國의 百姓들은 전부 죽은 것 처럼 조용하였다```,0
나도 부지할래,0
달종,0
잼민이얔ㅋㅋㅋ,0
맵오실,0
저보단잘하자나요,0
안녕 내각부총리반줄댜공퐁콩총독어쩌고저쩌고 꿀이 각하,0
멀티태스킹으로 해봄,0
섭장이 임시정지 먹을수 있어서,0
갖니다,0
ke는 지금도 살아있대요!!!!!!!,0
부끄러운승리다,0
맨체 혼자 키운다니,0
■ 패치내용 :  - 악령의 봉기 및 일부 던전에서 키 입력이 불가한 현상이 수정되었습니다.,0
아 한번해볼게요 감사합니다 준붕님 (_ _),0
록규랴,0
큐빅은 짱이 아니란소리?,0
마크에 할것도 많은데,0
밴 시키자 걍,0
원신유저가 못접는 이유중 하나을 보여주셨네요,0
형님들 썬콜 클레 불독 랩업및메소벌이 어떤게 가장좋아요??,0
같이 찍을사람,0
업뎃하나 했는데,0
할거야ㅓ?,0
저분 왜 갑자기,0
나 나가고 7분뒤에,0
샤인엑스,0
미완이지만,0
니하잖아,0
전 라이엇계정,0
바니걸이 일상복이라,0
아아그럼,0
접근하게 비번이랑 주소 주고가요,0
다다냉,0
영등포쪽이라 들었던거같은데,0
나는 이 얘기를 참 좋아한다,0
한 발로 짓밟,0
할망 현거로구해요 계좌만 할수있어요,0
misty 탐아먹었네,0
졸업은 한거라,0
이따가 무한모드 하실래요?,0
소리가 하나도,0
현작을 보통해서,0
다같이 몰폰^^,0
잘쟈요 여러분,0
나랑 윤후 예성,0
이게 3박4일만에 되나?,0
저 rb_sve요,0
상화한테화낼때,0
티뱅하는애 아님?,0
0배는또 처음보네,0
icep 백신충이네.. 주사 맞으면 무적이냐? 개똥파리 같은 소리하네.. 열씨미 맞고..오래 살어라..? 근데오래 살겠냐?,0
400명 빨리 넘겨야 하는데,0
cdid 좋은점,0
고인ㅁ뭐시기에서,0
언니 실망이야,0
이걸 하길,0
아파트 망한듯,0
랄로요?,0
"이산,마루",0
그냥 잘거야 찾지마,0
우리 블라가 좀 부들부들해서,0
내가 캐리 해줄게 ㅋ,0
아군cc기에 맞퉈서,0
드로우캣 저사람은,0
저거 샤워하고,0
올리면 사겠습니다,0
닥장인데 예뻤음?,0
대회 준비가,0
9번 지역은 추후에 농업 진행될텐데,0
더...이상.............,0
열어바,0
하 큰일이다....,0
거대거대 지우개!!!,0
생계가 우선이라서,0
1주정도?,0
우리 너희 턴거 기억 남?,0
마코에어에 40년전부터 있었는데..,0
사실 밴감이라고 했을때 쫄았다굿,0
오른쪽 모름,0
차라챠챠챠챠챠,0
엄청난걸 보여주지,0
대표로 불러줘,0
2일인가요?,0
텐즈가 eg였나?,0
49437,0
탄핵 할수밖에 없는데,0
작울도,0
검정고무신 ㅋㅎㅋㅎㅋㅎㅋㅎ,0
전리품 가방 페이백은   패치노트에 적혀있는것과 같이   '캐시 상점에서 원가로 구매'하신 분들에 한해서 진행 해드리는 것 같습니다,0
저게 어라아라 이고,0
대기/고구마/푸꾸옭/마스터/탑/원딜,0
ㅋㅋㅋ 데려가신거 아니신가,0
나 빌린적이없는데,0
**다드세요.**,0
초헤비달리머심,0
컴이 멈췄다가,0
못자겠더라구요 ㅠㅠ,0
지금 혼자서도 잘 놀잖아,0
한 2년 전에 했죠,0
뭔데!!!!!!!!!!,0
그 요남님이 팔아요,0
방어가 정치력 인가보네,0
쭉 한 번 읽어보도록 하겠습니다,0
난 11시 넘어서 안됌,0
그냥 예고하는 너낌?,0
한달만에 잘리져,0
그냥 편하게 불러조요,0
그리더,0
피 핑크색,0
그게 현명한건데,0
아이고귀여웤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
이거 언제 정상으로 돌아오지,0
그건 잡힐 수도 있음,0
붙지말아주세요(?),0
호리님만,0
도박 올인작업 중이야,0
검은 공간에 있었네여 하..분명 맨첨엔 안들어가지던데 머지..,0
개오름,0
니 성격을 따지는건데,0
역시 ㅋㅋㅋㅋ,0
마이크 키고있었다,0
노잼이다~!,0
여긴 뭐하는 방인가,0
애리 수염난 아저씨상,0
2년동안 로블을 접었음?,0
조은거네ㅔ,0
뭐야 여기 망했넹,0
사보 4차는,0
이러네ㅉ,0
약간 원석이 행님 이랑 비슷하게 생겼을 꺼 같애 도건이 행님,0
티티는 허용임,0
그럼 누님...,0
너개느려,0
시간 충분하려나,0
학명인가,0
오 이것까지 검열,0
이게 질문이야?,0
못 갔,0
지금 물갈한후라,0
유튜브하냐고,0
집합하자구요!!!!!!!!,0
내가 지우는건데,0
아니 스페가,0
좋은 하루 보내시길,0
위에방법 대로 해야해요,0
가서 오줌 싸고 싶다,0
어 이가격이아닌데,0
카톡은 왠만하면 비정상짓하면,0
심심해애..,0
올빼미 100마리 줄려고했는데,0
더슨크,0
@소뉸임,0
지금 출발하거나,0
오 겁나똑똑하네 ㅋㅋㅋㅋ,0
우승한거 아닌가,0
이거입고,0
접아님이 소망간대요,0
한국사는 다 비슷비슷한 거 같다,0
킹피 접은지 3년 됬다 임마,0
엘리시움이 인기가 만한,0
라운드 끝나고 텔,0
걍 녹전처럼,0
# 종결,0
c눌러서 공격력봐봐,0
없긴 했어요,0
님 기간 2일 22시간맘음,0
또 새시작함?,0
복도로 갈수가,0
판다닐,0
28 서칭!,0
이렇게 생각함,0
한산-서산 시외버스,0
귀인 한번 되볼까(?),0
진짜 넘 힘듦,0
아 맞다 나 오늘 쓰러짐,0
아직도..사람을..믿나..,0
귀여우시다ㅏ,0
ㅋㅋㅋㅋㅋ손모양ㅋㅋㅋ,0
일반인리그로,0
왜잡혔지,0
나도 이리 지금 방치 중인데 엄청,0
넵 그럼 안녕히,0
이거 3000원,0
눈눈2개팝니다 제시주세요(투시타면 가장좋습니다) 다른것도받아요,0
자꾸 소프트웨어 업그레이드하라고,0
너 그러ㅓ다,0
만원에서 천원으로 떡락했네..,0
현생이 바쁘네요 연말 연초,0
일좀하라고,0
모두가다 우아미를가질순,0
그냥 사람도 아니고,0
사과했는데 왜그러냐고,0
다크니스 하현우,0
칭구야??,0
진순이두명 영접,0
박시후 그 짓만 안했어도 장수 할수 있었는데 진짜 아쉽게 되었다,0
삼성 2등이긴 함,0
님 깼어요?(?),0
ㅁ 머하노,0
```천하제일 최강전사 선발대회 규칙 토너먼트 식으로 대진표를 짜고 팀전 개인전으로 최종 한명을 뽑음 뽑힌 사람은 개인직+매월 리바이 소원권 3장```,0
초등 5학년?,0
뭔데 내일 후드님 생일이지,0
ㅁ 극치가 더 쉽다,0
누군가 그랬지 -꼬접했으면 채팅치지마라-,0
거기가 찐임,0
안할건ㄷ데,0
/크시야 너랑 하고싶어,0
하루에 식사 몇시에 드심?,0
최준을 모른다고?,0
아직은 미완성,0
s가 된 현이가,0
보조탄이요,0
그거 옷 입고,0
벨트출혈넣어서,0
클랜아지트에서,0
인간이란 동물은 강력한 누군가가 자기를 리드해주길 바란다니까,0
일급비밀? 니 범죄행위를 일급비밀 하려 했냐,0
저스트 자러감 원래 이시간에,0
적응 제일 쉬운건,0
게 가족이냐,0
나온듯,0
성과는 더 낮은거임,0
오늘 늦잠자서,0
아라웋,0
출장 에바죠,0
신입니다 ㅋㅋ,0
셋팅할곳 구하면 될듯,0
근데 에초에 이겜만하면,0
리월 평판 3레벨을 달성하고 평판 레벨 보상을 받은 뒤 레시피를 해금하면 해금됩니다,0
후웅..(커피를 마시고있다),0
전용핵 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 외붘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
배그 경쟁 1자리 구인,0
인증이 이미 완료되어 있습니다.,0
임파시블 뉴 껴서 5대3 해보자,0
@everyone 여러분들 서버에서 국군 정상적으로 창설되었는데,0
근데 내가 해도 안터지는데,0
엄마 오셔서,0
저렇게 이뻐해주는 진님이 있으시다구 훗,0
소소하죠?,0
코인 맛있죠?,0
불효자네,0
에이 그거별상관없어,0
똥자는 옆에서,0
응 내일햌ㅋ,0
저랑같이,0
대단하다 ㄷㄷㄷ,0
그나저나 난 언제까지 팅겨야하는거지..,0
후...ㅋㅋㅋㅋ,0
못꺔,0
쟤 정말 왜저럴까,0
나 한다곤,0
잘못 찍으면,0
깔롱고스김랄봉,0
아가리 여물아,0
!!p 볼빨간 사춘기 you sped up,0
뇌지컬이,0
테러 당했어요,0
"생기,ㄴ거잖아",0
하드무열 데려가실분ㅇ벗나요,0
맞지 로아동아리있던시절...,0
막판해줘,0
신캐들마냥 육각형 챔 만들려다가,0
v3 입니다,0
국어 좀 알려줘,0
@시청자,0
제 옆에 있는데,0
영어도 된다는디,0
내전열ㅇ라고,0
랜덤큐인데.....,0
장터 버그,0
# 와 교육부 아.시.는.군.아 정.말.재.밋.습.니다 신.청.은 장차.관 갠.디,0
저 어제 시작했는데 지금 개쎄짐,0
안채웠다고,0
떨린다..,0
어..한순간에 1st가 욕배틀장이..,0
역시 시후;;,0
이지경까지 왔는데,0
50분 스타트 입니다,0
세대가ㅜ 바뀌면,0
째길까,0
때만 해도,0
gta에 뭐 잔인한거 나옴?,0
이제 숙제 하러감 ㅎ,0
주도권에 미쳐있을 시절,0
누가또 공산주의함,0
푸리나 야란으로만 잡는게 더 빠르더라고요,0
템상,0
놀러오세요 디코의 숲,0
아케인심볼은,0
있고~,0
어쩔수없이 온거임,0
인터넷 하는사람 전부 욕먹고 있는거임?,0
발로할거에요,0
모니터도 포기한 그녀의 리듬게임,0
30분 까지야 ㅎㅎ,0
눈물좔좔,0
국통 인맥이,0
네 하세요 저는 혼자해도됩니다 ㅎ,0
어퍼님이 더 싸는ㄷ,0
*강설박+프코7+트웨8 포함 13만렙 33킬록 유매,0
범수돈임,0
잠만요 예?????,0
나 대려가서,0
멀지않아?,0
내가 입털엇나,0
노마이크의 본분을..,0
크시야 스크레치,0
이미 다걸림,0
아니 난 삭제가 안되는데 왜 쟤는 됨 지호야 ㅉㅉㅉ,0
뭔일있나요,0
고킹 노옵 5개 삽니다,0
아 티빙으로 가서 최아 2기나 한번 더 봐야지 ㅂㅂ,0
욕은 아니죠 ㅎ,0
꼬마님 그거 일하는건가여,0
해당 애드온이 업데이트로 기능추가가 이루어지기 전까진 양해바랍니다 ^^;;,0
"뭔일 없어요..,",0
미나세...,0
버리고 가고 싶다는 마음이 있었던 거 같아,0
이름:시스테마쓰는사람 오게된 계기:친구가 없어서 초대자:앙크롱 교장 태그:@교장 이코코,0
일본노래마냥 될듯,0
그래고 아이스 무난하게 좋음,0
리겐과 승컴 델몽의 노력으로,0
펠리세이드믐,0
이제부터 기록을 이제 좀 써야겠네유,0
크시야 소통해줘,0
이름신청을 잘못 알고 있나본데,0
원영이나 유진이 주로 서니까,0
잼킹 원챔이 마인데,0
선장은 ㄹㅇ 뭔 생각이었던거지,0
저거하나는 에바임,0
재송 재송 ;;,0
잘 주무셔야 할텐데,0
잠수중인데,0
겜하실분!,0
진짜 못해먹겠던데,0
저작권법관련해서 뭐라 안하곘죠?,0
매크로있다,0
저 빔엔지로,0
자부심도 넘쳐나네요,0
!ㅈㅅ ㅍㅁ 링스타트 14,0
님들 문문 너프안되면 오페버그 남겨야함 ㅇㅈ?,0
16붙었어,0
시나지 삭제하거,0
ㅁ 예둔 저받 질증 돌대,0
1개주는건좀,0
드림씨ㅣㅣ,0
인기 많은 오래된 캐릭(라이덴/호두)가 특히 심해유,0
그 보직 블랙 될 수도 있틈,0
이미 생각했는데,0
텍쳐,0
안나와 ㅠㅠ,0
```예시 (도용시 경고)```,0
스트랑 목소리 똑같으시니,0
ㄴ맞아여,0
기프트코드입니당,0
바로 다음날이였음,0
내가 이거 낫지 않냐 저거 낫지 않냐,0
우리도 상가 거의 다 만들었어 상가만 다만들면 완공임,0
현실에서 쳐맞으니까.,0
브린아기 안늉! 몽글찌도 안늉~ 지원아기도 안농!!,0
결승가고,0
에멀젼이나,0
현체학,0
아지금,0
몇만원씩,0
민주당 200석 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
아니 제 의견은요..?,0
가연님 별무니…?,0
ㅋㅋㅎㅋㅎㅋㅎ뭐하냐,0
그냥 이제 풍경만 보여주고 끗,0
야 애드라,0
근데 카라형 저랑 친추아님?,0
치킨에 ㅋㄸㅈ랑 먼지묻어서,0
~~자해 아닌가~~,0
나 좀 도와주셈,0
이건 비밀로 하려고 했는데,0
은파같은 애들때매 인성이 좋을수가 없다,0
새로운호흡나옴?,0
판 엎어서,0
계속이기다가,0
못즐겨,0
응왕링,0
젠지팬도 바랍니다,0
그것만 맞추면,0
나랑 별로 안친한데,0
acs로 인한 검토는 안끝날텐데말입니다,0
썬데이,0
제발 사주십쇼 선생님들,0
애비소자ㅣㅂ일,0
집값이 떨어진들 보합이나 기껏해야 1억내외지 절대 30% 씩 떨어지는 일은 없음 그리고 이 기준은 서울임 서울은 계속적으로 수요가 있기때문에 85제곱 이하는 죽었다 깨나도 폭락할 일 없음~ 서울에 아파트 엄청 많아 보이지만 제일 큰 대단지를 봐도 4000세대 수준 엄청 많아 보이지만 서울에 아파트가 170만세대 정도 그런데 서울에 사는 가구수는 380만 가구 아파트만 주택은 아니지만 누구나 원하는 아파트는 늘 부족함~ 서울은 절대 집값 안떨어짐 3기 신도시? 3만세대? 그냥 세발의 피임 지금 사는게 제일싸다 대출풀림 사라,0
원하는거 있음?,0
유클빼고 마이크만 켰지 말안할듯,0
으어 프슬 접어야지,0
하는거일수도?,0
친추 돼있네,0
기존 문화와,0
아무리 약해도 러시아는 러시아임,0
멀리갈 때까지 기다렸다가,0
내가 한 말 다.들으신거임?,0
와 진짜고수네,0
너무하시네요..,0
```css [뚜빙길드 길드원 7월결산] 길드원 25만 후원포인트지급 ```,0
이제 떴다,0
다 쓰러져가는곳이긴 한데,0
나중에 기반 좀 생기면 논의하는걸로,0
어이 진정해,0
룰렛 한번더 돌려요,0
히히 폰타임 임무 다 끝냈다,0
드디어 수업 끝,0
배도 안고픔,0
내가 예의상 하는거지,0
저놈은 누구임?,0
안성 사시는구나,0
레알 마드리든데..,0
낑낑 ;,0
난 좀더 보고 가야겠네,0
그 양식대로 제출방에 적어주시면 됩니다!,0
죄종합니다,0
배터리 충전하면서 하면,0
동맹 서버로 홍보좀 하죠?,0
팝팝!~,0
키드씨가 베스킨라빈스 받게되었습니다,0
아발론으로 할망구해요,0
일단 위유이파오젠보따리무쇠손히드런타부자고부터 키울려고요,0
급하시다고 하셔서,0
근데 벤츠는,0
단챠권,0
ㅇ..어??,0
다 갔네 ㅠㅠㅠㅠ,0
하면 ㅋ르나겠다,0
첫방어그로,0
웅치성때도,0
피아노가 잘 안쳐서,0
다 먹어주겠다,0
저녁으로 머 먹을까,0
기지에 뭐넣을까,0
마이크를 잘안켜서 ㅠ,0
나치 옹호그거때문에,0
난 죠죠 올스타배틀있는데,0
다 말횃잔ㄹ하,0
쌩쇼죠,0
미안해요 ㅡㅡ,0
나마지 짓도 말해봐요,0
제 이상형월드컵에 잇는 주황여자 굴릴거임,0
역할 재설하라고,0
전 하고있을겝니다,0
귀가 심심하지 않겠네요,0
어쩔수없징 ㅇㅅㅇ,0
왤케 말많아 ㅋㅋ,0
대원고속 저가 운행했었어요,0
규칙  |현성-조랭,0
많은 기대 바랍니다❗ 물론 저도 기대,0
원래 이뻤는데 성형은 왜? 성형된 얼굴은 찍어낸 얼굴처럼 그 얼굴이 그 얼굴인데 ㅠ,0
40위대도 차이 많이 안나네,0
1군이온다는데,0
도대체 저기에 욕이 어디있지..?,0
1대 200??,0
김치 로 맞을래?,0
강화재료는 있는데 안붙네,0
40퍼 두번터치고,0
팬박사가 왜 그룹홀더를,0
위주로 차셈,0
내 5000원,0
이제 나랑 놀 싸람 없어여?,0
잠먼,0
/스텟 엘프,0
지인계 이거누 지금,0
내일 가챠,0
열라 맞았어요,0
제가 따라갈까요,0
그니까 흑요석으로 한다고,0
전쟁을 치뤄,0
마이소리듣지,0
처벌 권한도 안주고,0
10시에온다면서요.,0
공개한다,0
pmc보다 더 좋은걸 가지고있어요,0
여기 썰푸는방이였눈데,0
와 상태가 안좋긴하네 못먹겠당,0
인생 철학설 풉니다,0
난 목소리를 잃었다고,0
애초에 지작사는 예하 군단이 7개인데,0
그럼 여자 10명이면,0
출산만공개함,0
우리집만 그런게 아니구나.술먹고 애 돌리다가 벽에 이마 쿵 찧어서 혈압이 수직상승...하,0
뱀이 차고지 점령햇다 ㄷ,0
방금 뭘봣던거같은데,0
김민경인줄,0
1강때는,0
보수궤멸시키고 당에 들어온 문재인 사냥개 항문열도 아웃,0
연매연..,0
제[일,0
(존버함,0
더미믹 코인작 같이 할사람이 안보여,0
!넘기기 01:30,0
전부인정한건데,0
아포 솔플 엠블만 따고 올게여,0
