text,label
부랄,1
부럴,1
불알,1
불할,1
붕가,1
붙어먹,1
뷰웅,1
븅,1
븅신,1
빌어먹,1
빌어먹을,1
빙시,1
빙신,1
빠가,1
빠구리,1
빠굴,1
빠큐,1
빡유,1
빸유,1
뻐큐,1
뻑큐,1
뽀지,1
뽀찌,1
뽁큐,1
삐리리,1
사까시,1
사까아시,1
사까아시이,1
삿갓이,1
상넘이,1
상놈을,1
상놈의,1
상놈이,1
새X,1
새갸,1
새꺄,1
새끼,1
새새끼,1
새키,1
색끼,1
생쑈,1
샫업,1
샷업,1
성교,1
성노예,1
성폭행,1
세갸,1
세꺄,1
세끼,1
섹스,1
쇅끼,1
쇡끼,1
쇼하네,1
쉐,1
쉐기,1
쉐끼,1
쉐리,1
쉐에기,1
쉐키,1
쉑,1
쉣,1
쉨,1
쉬박,1
쉬발,1
쉬밸,1
쉬벌,1
쉬빡,1
쉬뻘,1
쉬탱,1
쉬팍,1
쉬펄,1
쉽세,1
쉽알,1
슈바,1
슈발,1
스패킹,1
스팽,1
시bal,1
시궁창,1
시끼,1
시댕,1
시뎅,1
시랄,1
시바,1
시발,1
시방,1
시밬,1
시벌,1
시부랄,1
시부럴,1
시부리,1
시불,1
시브랄,1
시이발,1
시팍,1
시팔,1
시펄,1
신발끈,1
심발끈,1
심탱,1
십8,1
십라,1
십새,1
십새끼,1
십세,1
십쉐,1
십쉐이,1
십스키,1
십쌔,1
십창,1
십탱,1
싶알,1
싸가지,1
싹아지,1
쌉년,1
쌍넘,1
쌍년,1
쌍놈,1
쌍뇬,1
쌍쌍보지,1
쌔끼,1
쌕,1
쌩쑈,1
쌰럽,1
쌴년,1
썅,1
썅년,1
썅놈,1
썡쇼,1
써벌,1
썩을년,1
썩을놈,1
쎄꺄,1
쎄엑,1
쎄엑스,1
쎅쓰,1
쑤시자,1
쑤우시자,1
쒸벌,1
쒸뻘,1
쒸팔,1
쒸펄,1
쓰바,1
쓰박,1
쓰발,1
쓰벌,1
쓰파,1
쓰팔,1
씁새,1
씁얼,1
씌파,1
씨8,1
씨가랭,1
씨끼,1
씨댕,1
씨뎅,1
씨바,1
씨바랄,1
씨박,1
씨발,1
씨방,1
씨방새,1
씨방세,1
씨밸,1
씨뱅,1
씨벌,1
씨벨,1
씨봉,1
씨봉알,1
씨부랄,1
씨부럴,1
씨부렁,1
씨부리,1
씨불,1
씨붕,1
씨브랄,1
씨빠,1
씨빨,1
씨뽀랄,1
씨앙,1
씨엑스,1
씨파,1
씨팍,1
씨팔,1
씨펄,1
씨퐁,1
씸년,1
씸뇬,1
씸새끼,1
씹같,1
씹년,1
씹뇬,1
씹덕,1
씹덕후,1
씹물,1
씹보지,1
씹새,1
씹새기,1
씹새끼,1
씹새리,1
씹세,1
씹쉐,1
씹스키,1
씹쌔,1
씹이,1
씹자지,1
씹질,1
씹창,1
씹탱,1
씹퇭,1
씹팔,1
씹할,1
씹헐,1
아가리,1
아갈,1
아갈빡,1
아갈이,1
아갈통,1
아구창,1
아구통,1
아굴,1
아닥,1
아헤가오,1
애무,1
애미,1
애비,1
앰창,1
얌마,1
양넘,1
양년,1
양놈,1
엄창,1
에미,1
에비,1
엠병,1
엠창,1
여물통,1
염병,1
염창,1
엿같,1
옘병,1
옘빙,1
오라질,1
오라질년,1
오랄,1
오입,1
왜년,1
왜놈,1
욤병,1
유두,1
유방,1
육갑,1
은년,1
을년,1
이년,1
이새끼,1
이새키,1
이스끼,1
이스키,1
임마,1
입싸,1
자슥,1
자지,1
잡것,1
잡넘,1
잡년,1
잡놈,1
저년,1
저새끼,1
접년,1
정액,1
젖꼭지,1
젖꼮찌,1
젖밥,1
조까,1
조까치,1
조낸,1
조또,1
조랭,1
조빠,1
조쟁이,1
조지냐,1
조진다,1
조질래,1
조찐,1
존나,1
존나게,1
존니,1
존만,1
존만한,1
졸라,1
졸래,1
좀물,1
좁년,1
좁밥,1
좃,1
좃까,1
좃또,1
좃만,1
좃밥,1
좃이,1
좃찐,1
좆,1
좆같,1
좆까,1
좆나,1
좆또,1
좆만,1
좆밥,1
좆이,1
좆찐,1
좇같,1
좇이,1
좋같은,1
좋만,1
좌식,1
주글,1
주글래,1
주데이,1
주뎅,1
주뎅이,1
주둥아리,1
주둥이,1
주디,1
주접,1
주접떨,1
죽고잡,1
죽을래,1
죽통,1
쥐랄,1
쥐롤,1
쥬디,1
지랄,1
지럴,1
지롤,1
지미랄,1
지스팟,1
질싸,1
짜식,1
짜아식,1
짜지,1
짜찌,1
쪼다,1
쫍빱,1
찌랄,1
창남,1
창녀,1
창년,1
창놈,1
쳐닥,1
촌년,1
촌놈,1
캐년,1
캐놈,1
캐스끼,1
캐스키,1
캐시키,1
크리토리스,1
클리토리스,1
탱구,1
팔럼,1
퍽큐,1
헐보,1
호구,1
호로,1
후라덜,1
후라들,1
후래자식,1
후레자식,1
후레,1
후뢰,1
후장,1
새애액스,1
세에엑스,1
세애액스,1
새에액스,1
색스,1
샥스,1
쎽,1
쎡,1
쎾,1
쏐,1
쒝,1
쒞,1
챵년,1
죽어,1
바보,1
멍청이,1
살지마,1
줘언나,1
줘어언나,1
줘어어언나,1
줘어어어언나,1
벼버엉신,1
벼어어어엉신,1
sibaal,1
shibal,1
shi-bal,1
sh1bal,1
씨.발,1
ㅅ.ㅂ,1
ㅅ-ㅂ,1
시8,1
ㅅㅏㅂ,1
조온나,1
조오온나,1
조오오온나,1
ㅈㄴ,1
ㅈㄴ게,1
ㅈㄴㄱ,1
ㅈ.ㄴ,1
ㅈ-ㄴ,1
ㅈㅗㄴ나,1
존1나,1
좇,1
ㅈㅗㅈ,1
ㅈㅈ,1
ㅈ.ㅈ,1
ㅈ-ㅈ,1
씨뻘,1
씨발놈,1
ㅆㅣㅂㅏ,1
개쉐끼,1
개쉐기,1
ㅍㅏㅌㅣ,1
gaesaekki,1
뵹신,1
뵹쉰,1
f*ck,1
fu*k,1
fuxk,1
phuck,1
fuuuck,1
f@ck,1
b*tch,1
b1tch,1
쎅스,1
쎽스,1
세엑스,1
쌕스,1
s3x,1
가오같군,1
가오같냐,1
가오같은,1
가오같이,1
가오기분,1
가오꼴,1
가오년,1
가오놈,1
가오놈도,1
가오놈이,1
가오느낌,1
가오버러지,1
가오사람,1
가오새끼,1
가오소리,1
가오수준,1
가오스타일,1
가오이군,1
가오이냐,1
가오이네,1
가오이다,1
가오짓,1
가오짓거리,1
가오짓하네,1
개념같군,1
개념같냐,1
개념같은,1
개념같이,1
개념기분,1
개념꼴,1
개념년,1
개념놈,1
개념놈도,1
개념놈이,1
개념느낌,1
개념버러지,1
개념사람,1
개념새끼,1
개념소리,1
개념수준,1
개념스타일,1
개념이군,1
개념이냐,1
개념이네,1
개념이다,1
개념짓,1
개념짓거리,1
개념짓하네,1
골빈같군,1
골빈같냐,1
골빈같은,1
골빈같이,1
골빈기분,1
골빈꼴,1
골빈년,1
골빈놈,1
골빈놈도,1
골빈놈이,1
골빈느낌,1
골빈버러지,1
골빈사람,1
골빈새끼,1
골빈소리,1
골빈수준,1
골빈스타일,1
골빈이군,1
골빈이냐,1
골빈이네,1
골빈이다,1
골빈짓,1
골빈짓거리,1
골빈짓하네,1
꺼져같군,1
꺼져같냐,1
꺼져같은,1
꺼져같이,1
꺼져기분,1
꺼져꼴,1
꺼져년,1
꺼져놈,1
꺼져놈도,1
꺼져놈이,1
꺼져느낌,1
꺼져버러지,1
꺼져사람,1
꺼져새끼,1
꺼져소리,1
꺼져수준,1
꺼져스타일,1
꺼져이군,1
꺼져이냐,1
꺼져이네,1
꺼져이다,1
꺼져짓,1
꺼져짓거리,1
꺼져짓하네,1
꼬라지같군,1
꼬라지같냐,1
꼬라지같은,1
꼬라지같이,1
꼬라지기분,1
꼬라지꼴,1
꼬라지년,1
꼬라지놈,1
꼬라지놈도,1
꼬라지놈이,1
꼬라지느낌,1
꼬라지버러지,1
꼬라지사람,1
꼬라지새끼,1
꼬라지소리,1
꼬라지수준,1
꼬라지스타일,1
꼬라지이군,1
꼬라지이냐,1
꼬라지이네,1
꼬라지이다,1
꼬라지짓,1
꼬라지짓거리,1
꼬라지짓하네,1
꼴값같군,1
꼴값같냐,1
꼴값같은,1
꼴값같이,1
꼴값기분,1
꼴값꼴,1
꼴값년,1
꼴값놈,1
꼴값놈도,1
꼴값놈이,1
꼴값느낌,1
꼴값버러지,1
꼴값사람,1
꼴값새끼,1
꼴값소리,1
꼴값수준,1
꼴값스타일,1
꼴값이군,1
꼴값이냐,1
꼴값이네,1
꼴값이다,1
꼴값짓,1
꼴값짓거리,1
꼴값짓하네,1
꼴통같군,1
꼴통같냐,1
꼴통같은,1
꼴통같이,1
꼴통기분,1
꼴통꼴,1
꼴통년,1
꼴통놈,1
꼴통놈도,1
꼴통놈이,1
꼴통느낌,1
꼴통버러지,1
꼴통사람,1
꼴통새끼,1
꼴통소리,1
꼴통수준,1
꼴통스타일,1
꼴통이군,1
꼴통이냐,1
꼴통이네,1
꼴통이다,1
꼴통짓,1
꼴통짓거리,1
꼴통짓하네,1
꽉대가리같군,1
꽉대가리같냐,1
꽉대가리같은,1
꽉대가리같이,1
꽉대가리기분,1
꽉대가리꼴,1
꽉대가리년,1
꽉대가리놈,1
꽉대가리놈도,1
꽉대가리놈이,1
꽉대가리느낌,1
꽉대가리버러지,1
꽉대가리사람,1
꽉대가리새끼,1
꽉대가리소리,1
꽉대가리수준,1
꽉대가리스타일,1
꽉대가리이군,1
꽉대가리이냐,1
꽉대가리이네,1
꽉대가리이다,1
꽉대가리짓,1
꽉대가리짓거리,1
꽉대가리짓하네,1
노답같군,1
노답같냐,1
노답같은,1
노답같이,1
노답기분,1
노답꼴,1
노답년,1
노답놈,1
노답놈도,1
노답놈이,1
노답느낌,1
노답버러지,1
노답사람,1
노답새끼,1
노답소리,1
노답수준,1
노답스타일,1
노답이군,1
노답이냐,1
노답이네,1
노답이다,1
노답짓,1
노답짓거리,1
노답짓하네,1
눈깔같군,1
눈깔같냐,1
눈깔같은,1
눈깔같이,1
눈깔기분,1
눈깔꼴,1
눈깔년,1
눈깔놈,1
눈깔놈도,1
눈깔놈이,1
눈깔느낌,1
눈깔버러지,1
눈깔사람,1
눈깔새끼,1
눈깔소리,1
눈깔수준,1
눈깔스타일,1
눈깔이군,1
눈깔이냐,1
눈깔이네,1
눈깔이다,1
눈깔짓,1
눈깔짓거리,1
눈깔짓하네,1
눈치같군,1
눈치같냐,1
눈치같은,1
눈치같이,1
눈치기분,1
눈치꼴,1
눈치년,1
눈치놈,1
눈치놈도,1
눈치놈이,1
눈치느낌,1
눈치버러지,1
눈치사람,1
눈치새끼,1
눈치소리,1
눈치수준,1
눈치스타일,1
눈치이군,1
눈치이냐,1
눈치이네,1
눈치이다,1
눈치짓,1
눈치짓거리,1
눈치짓하네,1
느금같군,1
느금같냐,1
느금같은,1
느금같이,1
느금기분,1
느금꼴,1
느금년,1
느금놈,1
느금놈도,1
느금놈이,1
느금느낌,1
느금버러지,1
느금사람,1
느금새끼,1
느금소리,1
느금수준,1
느금스타일,1
느금이군,1
느금이냐,1
느금이네,1
느금이다,1
느금짓,1
느금짓거리,1
느금짓하네,1
닥쳐같군,1
닥쳐같냐,1
닥쳐같은,1
닥쳐같이,1
닥쳐기분,1
닥쳐꼴,1
닥쳐년,1
닥쳐놈,1
닥쳐놈도,1
닥쳐놈이,1
닥쳐느낌,1
닥쳐버러지,1
닥쳐사람,1
닥쳐새끼,1
닥쳐소리,1
닥쳐수준,1
닥쳐스타일,1
닥쳐이군,1
닥쳐이냐,1
닥쳐이네,1
닥쳐이다,1
닥쳐짓,1
닥쳐짓거리,1
닥쳐짓하네,1
답정너같군,1
답정너같냐,1
답정너같은,1
답정너같이,1
답정너기분,1
답정너꼴,1
답정너년,1
답정너놈,1
답정너놈도,1
답정너놈이,1
답정너느낌,1
답정너버러지,1
답정너사람,1
답정너새끼,1
답정너소리,1
답정너수준,1
답정너스타일,1
답정너이군,1
답정너이냐,1
답정너이네,1
답정너이다,1
답정너짓,1
답정너짓거리,1
답정너짓하네,1
돌대가리같군,1
돌대가리같냐,1
돌대가리같은,1
돌대가리같이,1
돌대가리기분,1
돌대가리꼴,1
돌대가리년,1
돌대가리놈,1
돌대가리놈도,1
돌대가리놈이,1
돌대가리느낌,1
돌대가리버러지,1
돌대가리사람,1
돌대가리새끼,1
돌대가리소리,1
돌대가리수준,1
돌대가리스타일,1
돌대가리이군,1
돌대가리이냐,1
돌대가리이네,1
돌대가리이다,1
돌대가리짓,1
돌대가리짓거리,1
돌대가리짓하네,1
뒤져같군,1
뒤져같냐,1
뒤져같은,1
뒤져같이,1
뒤져기분,1
뒤져꼴,1
뒤져년,1
뒤져놈,1
뒤져놈도,1
뒤져놈이,1
뒤져느낌,1
뒤져버러지,1
뒤져사람,1
뒤져새끼,1
뒤져소리,1
뒤져수준,1
뒤져스타일,1
뒤져이군,1
뒤져이냐,1
뒤져이네,1
뒤져이다,1
뒤져짓,1
뒤져짓거리,1
뒤져짓하네,1
또라이같군,1
또라이같냐,1
또라이같은,1
또라이같이,1
또라이기분,1
또라이꼴,1
또라이년,1
또라이놈,1
또라이놈도,1
또라이놈이,1
또라이느낌,1
또라이버러지,1
또라이사람,1
또라이새끼,1
또라이소리,1
또라이수준,1
또라이스타일,1
또라이이군,1
또라이이냐,1
또라이이네,1
또라이이다,1
또라이짓,1
또라이짓거리,1
또라이짓하네,1
똘아이같군,1
똘아이같냐,1
똘아이같은,1
똘아이같이,1
똘아이기분,1
똘아이꼴,1
똘아이년,1
똘아이놈,1
똘아이놈도,1
똘아이놈이,1
똘아이느낌,1
똘아이버러지,1
똘아이사람,1
똘아이새끼,1
똘아이소리,1
똘아이수준,1
똘아이스타일,1
똘아이이군,1
똘아이이냐,1
똘아이이네,1
똘아이이다,1
똘아이짓,1
똘아이짓거리,1
똘아이짓하네,1
맛탱같군,1
맛탱같냐,1
맛탱같은,1
맛탱같이,1
맛탱기분,1
맛탱꼴,1
맛탱년,1
맛탱놈,1
맛탱놈도,1
맛탱놈이,1
맛탱느낌,1
맛탱버러지,1
맛탱사람,1
맛탱새끼,1
맛탱소리,1
맛탱수준,1
맛탱스타일,1
맛탱이군,1
맛탱이냐,1
맛탱이네,1
맛탱이다,1
맛탱짓,1
맛탱짓거리,1
맛탱짓하네,1
멍청같군,1
멍청같냐,1
멍청같은,1
멍청같이,1
멍청기분,1
멍청꼴,1
멍청년,1
멍청놈,1
멍청놈도,1
멍청놈이,1
멍청느낌,1
멍청버러지,1
멍청사람,1
멍청새끼,1
멍청소리,1
멍청수준,1
멍청스타일,1
멍청이군,1
멍청이냐,1
멍청이네,1
멍청이다,1
멍청짓,1
멍청짓거리,1
멍청짓하네,1
모지리같군,1
모지리같냐,1
모지리같은,1
모지리같이,1
모지리기분,1
모지리꼴,1
모지리년,1
모지리놈,1
모지리놈도,1
모지리놈이,1
모지리느낌,1
모지리버러지,1
모지리사람,1
모지리새끼,1
모지리소리,1
모지리수준,1
모지리스타일,1
모지리이군,1
모지리이냐,1
모지리이네,1
모지리이다,1
모지리짓,1
모지리짓거리,1
모지리짓하네,1
무개념같군,1
무개념같냐,1
무개념같은,1
무개념같이,1
무개념기분,1
무개념꼴,1
무개념년,1
무개념놈,1
무개념놈도,1
무개념놈이,1
무개념느낌,1
무개념버러지,1
무개념사람,1
무개념새끼,1
무개념소리,1
무개념수준,1
무개념스타일,1
무개념이군,1
무개념이냐,1
무개념이네,1
무개념이다,1
무개념짓,1
무개념짓거리,1
무개념짓하네,1
무식같군,1
무식같냐,1
무식같은,1
무식같이,1
무식기분,1
무식꼴,1
무식년,1
무식놈,1
무식놈도,1
무식놈이,1
무식느낌,1
무식버러지,1
무식사람,1
무식새끼,1
무식소리,1
무식수준,1
무식스타일,1
무식이군,1
무식이냐,1
무식이네,1
무식이다,1
무식짓,1
무식짓거리,1
무식짓하네,1
바보같군,1
바보같냐,1
바보같은,1
바보같이,1
바보기분,1
바보꼴,1
바보년,1
바보놈,1
바보놈도,1
바보놈이,1
바보느낌,1
바보버러지,1
바보사람,1
바보새끼,1
바보소리,1
바보수준,1
바보스타일,1
바보이군,1
바보이냐,1
바보이네,1
바보이다,1
바보짓,1
바보짓거리,1
바보짓하네,1
병맛같군,1
병맛같냐,1
병맛같은,1
병맛같이,1
병맛기분,1
병맛꼴,1
병맛년,1
병맛놈,1
병맛놈도,1
병맛놈이,1
병맛느낌,1
병맛버러지,1
병맛사람,1
병맛새끼,1
병맛소리,1
병맛수준,1
병맛스타일,1
병맛이군,1
병맛이냐,1
병맛이네,1
병맛이다,1
병맛짓,1
병맛짓거리,1
병맛짓하네,1
비호감같군,1
비호감같냐,1
비호감같은,1
비호감같이,1
비호감기분,1
비호감꼴,1
비호감년,1
비호감놈,1
비호감놈도,1
비호감놈이,1
비호감느낌,1
비호감버러지,1
비호감사람,1
비호감새끼,1
비호감소리,1
비호감수준,1
비호감스타일,1
비호감이군,1
비호감이냐,1
비호감이네,1
비호감이다,1
비호감짓,1
비호감짓거리,1
비호감짓하네,1
빈수레같군,1
빈수레같냐,1
빈수레같은,1
빈수레같이,1
빈수레기분,1
빈수레꼴,1
빈수레년,1
빈수레놈,1
빈수레놈도,1
빈수레놈이,1
빈수레느낌,1
빈수레버러지,1
빈수레사람,1
빈수레새끼,1
빈수레소리,1
빈수레수준,1
빈수레스타일,1
빈수레이군,1
빈수레이냐,1
빈수레이네,1
빈수레이다,1
빈수레짓,1
빈수레짓거리,1
빈수레짓하네,1
뻥같군,1
뻥같냐,1
뻥같은,1
뻥같이,1
뻥기분,1
뻥꼴,1
뻥년,1
뻥놈,1
뻥놈도,1
뻥놈이,1
뻥느낌,1
뻥버러지,1
뻥사람,1
뻥새끼,1
뻥소리,1
뻥수준,1
뻥스타일,1
뻥이군,1
뻥이냐,1
뻥이네,1
뻥이다,1
뻥짓,1
뻥짓거리,1
뻥짓하네,1
상놈같군,1
상놈같냐,1
상놈같은,1
상놈같이,1
상놈기분,1
상놈꼴,1
상놈년,1
상놈놈,1
상놈놈도,1
상놈놈이,1
상놈느낌,1
상놈버러지,1
상놈사람,1
상놈새끼,1
상놈소리,1
상놈수준,1
상놈스타일,1
상놈이군,1
상놈이냐,1
상놈이네,1
상놈이다,1
상놈짓,1
상놈짓거리,1
상놈짓하네,1
싸가지같군,1
싸가지같냐,1
싸가지같은,1
싸가지같이,1
싸가지기분,1
싸가지꼴,1
싸가지년,1
싸가지놈,1
싸가지놈도,1
싸가지놈이,1
싸가지느낌,1
싸가지버러지,1
싸가지사람,1
싸가지새끼,1
싸가지소리,1
싸가지수준,1
싸가지스타일,1
싸가지이군,1
싸가지이냐,1
싸가지이네,1
싸가지이다,1
싸가지짓,1
싸가지짓거리,1
싸가지짓하네,1
쌍같군,1
쌍같냐,1
쌍같은,1
쌍같이,1
쌍기분,1
쌍꼴,1
쌍놈도,1
쌍놈이,1
쌍느낌,1
쌍버러지,1
쌍사람,1
쌍새끼,1
쌍소리,1
쌍수준,1
쌍스타일,1
쌍이군,1
쌍이냐,1
쌍이네,1
쌍이다,1
쌍짓,1
쌍짓거리,1
쌍짓하네,1
쌩까같군,1
쌩까같냐,1
쌩까같은,1
쌩까같이,1
쌩까기분,1
쌩까꼴,1
쌩까년,1
쌩까놈,1
쌩까놈도,1
쌩까놈이,1
쌩까느낌,1
쌩까버러지,1
쌩까사람,1
쌩까새끼,1
쌩까소리,1
쌩까수준,1
쌩까스타일,1
쌩까이군,1
쌩까이냐,1
쌩까이네,1
쌩까이다,1
쌩까짓,1
쌩까짓거리,1
쌩까짓하네,1
쌩얼같군,1
쌩얼같냐,1
쌩얼같은,1
쌩얼같이,1
쌩얼기분,1
쌩얼꼴,1
쌩얼년,1
쌩얼놈,1
쌩얼놈도,1
쌩얼놈이,1
쌩얼느낌,1
쌩얼버러지,1
쌩얼사람,1
쌩얼새끼,1
쌩얼소리,1
쌩얼수준,1
쌩얼스타일,1
쌩얼이군,1
쌩얼이냐,1
쌩얼이네,1
쌩얼이다,1
쌩얼짓,1
쌩얼짓거리,1
쌩얼짓하네,1
썅같군,1
썅같냐,1
썅같은,1
썅같이,1
썅기분,1
썅꼴,1
썅놈도,1
썅놈이,1
썅느낌,1
썅버러지,1
썅사람,1
썅새끼,1
썅소리,1
썅수준,1
썅스타일,1
썅이군,1
썅이냐,1
썅이네,1
썅이다,1
썅짓,1
썅짓거리,1
썅짓하네,1
아가리같군,1
아가리같냐,1
아가리같은,1
아가리같이,1
아가리기분,1
아가리꼴,1
아가리년,1
아가리놈,1
아가리놈도,1
아가리놈이,1
아가리느낌,1
아가리버러지,1
아가리사람,1
아가리새끼,1
아가리소리,1
아가리수준,1
아가리스타일,1
아가리이군,1
아가리이냐,1
아가리이네,1
아가리이다,1
아가리짓,1
아가리짓거리,1
아가리짓하네,1
얌마같군,1
얌마같냐,1
얌마같은,1
얌마같이,1
얌마기분,1
얌마꼴,1
얌마년,1
얌마놈,1
얌마놈도,1
얌마놈이,1
얌마느낌,1
얌마버러지,1
얌마사람,1
얌마새끼,1
얌마소리,1
얌마수준,1
얌마스타일,1
얌마이군,1
얌마이냐,1
얌마이네,1
얌마이다,1
얌마짓,1
얌마짓거리,1
얌마짓하네,1
어그로같군,1
어그로같냐,1
어그로같은,1
어그로같이,1
어그로기분,1
어그로꼴,1
어그로년,1
어그로놈,1
어그로놈도,1
어그로놈이,1
어그로느낌,1
어그로버러지,1
어그로사람,1
어그로새끼,1
어그로소리,1
어그로수준,1
어그로스타일,1
어그로이군,1
어그로이냐,1
어그로이네,1
어그로이다,1
어그로짓,1
어그로짓거리,1
어그로짓하네,1
얼빠같군,1
얼빠같냐,1
얼빠같은,1
얼빠같이,1
얼빠기분,1
얼빠꼴,1
얼빠년,1
얼빠놈,1
얼빠놈도,1
얼빠놈이,1
얼빠느낌,1
얼빠버러지,1
얼빠사람,1
얼빠새끼,1
얼빠소리,1
얼빠수준,1
얼빠스타일,1
얼빠이군,1
얼빠이냐,1
얼빠이네,1
얼빠이다,1
얼빠짓,1
얼빠짓거리,1
얼빠짓하네,1
열폭같군,1
열폭같냐,1
열폭같은,1
열폭같이,1
열폭기분,1
열폭꼴,1
열폭년,1
열폭놈,1
열폭놈도,1
열폭놈이,1
열폭느낌,1
열폭버러지,1
열폭사람,1
열폭새끼,1
열폭소리,1
열폭수준,1
열폭스타일,1
열폭이군,1
열폭이냐,1
열폭이네,1
열폭이다,1
열폭짓,1
열폭짓거리,1
열폭짓하네,1
염병같군,1
염병같냐,1
염병같은,1
염병같이,1
염병기분,1
염병꼴,1
염병년,1
염병놈,1
염병놈도,1
염병놈이,1
염병느낌,1
염병버러지,1
염병사람,1
염병새끼,1
염병소리,1
염병수준,1
염병스타일,1
염병이군,1
염병이냐,1
염병이네,1
염병이다,1
염병짓,1
염병짓거리,1
염병짓하네,1
엿같같군,1
엿같같냐,1
엿같같은,1
엿같같이,1
엿같기분,1
엿같꼴,1
엿같년,1
엿같놈,1
엿같놈도,1
엿같놈이,1
엿같느낌,1
엿같버러지,1
엿같사람,1
엿같새끼,1
엿같소리,1
엿같수준,1
엿같스타일,1
엿같이군,1
엿같이냐,1
엿같이네,1
엿같이다,1
엿같짓,1
엿같짓거리,1
엿같짓하네,1
오지랖같군,1
오지랖같냐,1
오지랖같은,1
오지랖같이,1
오지랖기분,1
오지랖꼴,1
오지랖년,1
오지랖놈,1
오지랖놈도,1
오지랖놈이,1
오지랖느낌,1
오지랖버러지,1
오지랖사람,1
오지랖새끼,1
오지랖소리,1
오지랖수준,1
오지랖스타일,1
오지랖이군,1
오지랖이냐,1
오지랖이네,1
오지랖이다,1
오지랖짓,1
오지랖짓거리,1
오지랖짓하네,1
잉여같군,1
잉여같냐,1
잉여같은,1
잉여같이,1
잉여기분,1
잉여꼴,1
잉여년,1
잉여놈,1
잉여놈도,1
잉여놈이,1
잉여느낌,1
잉여버러지,1
잉여사람,1
잉여새끼,1
잉여소리,1
잉여수준,1
잉여스타일,1
잉여이군,1
잉여이냐,1
잉여이네,1
잉여이다,1
잉여짓,1
잉여짓거리,1
잉여짓하네,1
재기해같군,1
재기해같냐,1
재기해같은,1
재기해같이,1
재기해기분,1
재기해꼴,1
재기해년,1
재기해놈,1
재기해놈도,1
재기해놈이,1
재기해느낌,1
재기해버러지,1
재기해사람,1
재기해새끼,1
재기해소리,1
재기해수준,1
재기해스타일,1
재기해이군,1
재기해이냐,1
